timestamp,force_x,force_y,force_z,torque_x, torque_y, torque_z,tibia_x, tibia_y, tibia_z,tibia_qx, tibia_qy, tibia_qz, tibia_qw,femur_x, femur_y, femur_z,femur_qx, femur_qy, femur_qz, femur_qw,sensor_x, sensor_y, sensor_z,sensor_qx, sensor_qy, sensor_qz, sensor_qw
1751360261.961977,-5.65021,4.1804,1.00738,-0.022771,0.058889,0.087545,-0.0748753,0.236755,0.0729826,0.143741,0.489858,-0.513278,0.689872,0.090799,0.350232,0.481505,0.598544,0.596074,-0.466261,0.262757,-0.035732,0.159437,0.070836,-0.117623,0.296902,0.826159,0.464194,
1751360261.971868,-5.59728,4.1903,1.02666,-0.022472,0.058707,0.087506,-0.0748665,0.236769,0.072969,0.143809,0.48977,-0.513336,0.689878,0.0907821,0.350236,0.481492,0.598336,0.596118,-0.466325,0.263017,-0.0357289,0.159438,0.0708257,-0.117558,0.296839,0.826148,0.46427,
1751360261.981910,-5.57632,4.17253,1.00009,-0.02214,0.058606,0.087681,-0.0748389,0.236804,0.0729551,0.143998,0.489853,-0.513033,0.690004,0.0907779,0.350237,0.481493,0.598332,0.596097,-0.466351,0.263028,-0.0357209,0.159449,0.0708216,-0.11761,0.296818,0.826176,0.46422,
1751360261.991911,-5.62995,4.17324,1.03261,-0.022055,0.058804,0.08769,-0.0748664,0.236773,0.0729643,0.143856,0.489771,-0.513362,0.689847,0.0907757,0.350212,0.481525,0.597869,0.596781,-0.466412,0.262424,-0.0357182,0.159451,0.0708208,-0.11758,0.296846,0.826177,0.464208,
1751360262.001895,-5.64071,4.20677,1.02636,-0.02187,0.059171,0.087667,-0.0748353,0.236802,0.0729551,0.143965,0.489834,-0.512928,0.690103,0.0907766,0.350208,0.48152,0.597835,0.5968,-0.466381,0.262509,-0.0357298,0.159457,0.0708548,-0.118051,0.296901,0.826084,0.464219,
1751360262.011874,-5.56619,4.19554,1.0329,-0.022281,0.05813,0.087647,-0.0748462,0.236804,0.0729599,0.143973,0.489846,-0.513006,0.690034,0.0907656,0.350217,0.481528,0.597857,0.59677,-0.466429,0.262443,-0.0357322,0.159443,0.0708291,-0.117585,0.296881,0.826126,0.464274,
1751360262.021900,-5.66246,4.204,1.02051,-0.022472,0.059648,0.08736,-0.0746068,0.236526,0.0728716,0.142061,0.488936,-0.510498,0.69293,0.0907672,0.350223,0.48153,0.597826,0.596847,-0.466321,0.26253,-0.0357386,0.15945,0.0708383,-0.117641,0.296983,0.826121,0.464204,
1751360262.031973,-5.58025,4.16632,1.02055,-0.023283,0.058021,0.087532,-0.0746172,0.236513,0.0728824,0.14217,0.489042,-0.51042,0.69289,0.0907507,0.350248,0.481507,0.598345,0.596029,-0.466459,0.26296,-0.0357568,0.159429,0.0708407,-0.117599,0.297013,0.826057,0.46431,
1751360262.041876,-5.57769,4.20801,1.01394,-0.022802,0.057875,0.087484,-0.0750002,0.236755,0.0729978,0.144582,0.490065,-0.514781,0.688428,0.0907841,0.350212,0.481539,0.597922,0.596744,-0.466244,0.262685,-0.0357748,0.159343,0.0708547,-0.117329,0.296277,0.826332,0.464359,
1751360262.051912,-5.58528,4.22364,1.02055,-0.02272,0.057833,0.087638,-0.0748682,0.236778,0.0729852,0.144048,0.490015,-0.512702,0.690124,0.0907562,0.350242,0.481506,0.598379,0.596013,-0.466434,0.262966,-0.0357736,0.159337,0.0708526,-0.117316,0.296313,0.826313,0.464373,
1751360262.061956,-5.58225,4.20516,1.02057,-0.022903,0.058048,0.087491,-0.0746055,0.236576,0.0729628,0.141661,0.488204,-0.510407,0.693595,0.0907627,0.35024,0.481504,0.598388,0.595996,-0.466459,0.262938,-0.0357497,0.159431,0.070849,-0.117613,0.296945,0.826113,0.46425,
1751360262.071870,-5.51069,4.22018,1.007,-0.022404,0.057167,0.087689,-0.0745423,0.236551,0.0728555,0.142162,0.48916,-0.509488,0.693494,0.0907861,0.350227,0.481499,0.598394,0.596027,-0.466374,0.263005,-0.0357539,0.159442,0.070871,-0.118116,0.296842,0.82588,0.464603,
1751360262.081959,-5.53227,4.15511,1.03283,-0.022679,0.057514,0.088348,-0.0748315,0.2368,0.0729658,0.143922,0.48992,-0.512915,0.69006,0.0908134,0.350221,0.481513,0.598634,0.595912,-0.46625,0.262938,-0.0357813,0.159387,0.0708827,-0.117774,0.295813,0.826415,0.464394,
1751360262.091869,-5.61414,4.18748,1.00689,-0.02206,0.059133,0.088191,-0.0748259,0.236802,0.0729617,0.143974,0.48983,-0.51302,0.690035,0.0908018,0.350222,0.481506,0.598573,0.595936,-0.466398,0.262762,-0.0357117,0.15945,0.0708286,-0.117594,0.29684,0.826162,0.464236,
1751360262.101901,-5.59103,4.21463,1.02606,-0.021583,0.058521,0.088221,-0.0748222,0.236808,0.0729617,0.143985,0.489832,-0.513039,0.690017,0.0908137,0.350224,0.481514,0.598664,0.595886,-0.466239,0.262951,-0.0357101,0.159411,0.0708345,-0.117357,0.296651,0.826009,0.464688,
1751360262.111871,-5.61043,4.18577,0.993819,-0.022148,0.058968,0.087687,-0.074827,0.23681,0.0729653,0.143966,0.489811,-0.513043,0.690034,0.0907907,0.350231,0.481509,0.598574,0.595975,-0.466381,0.262701,-0.0357148,0.159458,0.0708372,-0.117613,0.296873,0.826121,0.464282,
1751360262.121870,-5.61482,4.2393,1.00751,-0.022203,0.059021,0.087895,-0.0748866,0.23677,0.0729915,0.143922,0.489893,-0.513323,0.689776,0.0907554,0.350244,0.481512,0.598373,0.596017,-0.466439,0.26296,-0.0357468,0.159456,0.0708783,-0.11805,0.297102,0.825965,0.464301,
1751360262.131870,-5.60289,4.1557,1.02051,-0.023168,0.058634,0.087723,-0.0748866,0.23677,0.0729915,0.143922,0.489893,-0.513323,0.689776,0.0907554,0.350244,0.481512,0.598373,0.596017,-0.466439,0.26296,-0.0357468,0.159456,0.0708783,-0.11805,0.297102,0.825965,0.464301,
1751360262.141923,-5.57913,4.18822,1.01386,-0.022994,0.057638,0.087418,-0.0746294,0.236574,0.0729681,0.141667,0.488197,-0.510438,0.693575,0.0907473,0.350252,0.481513,0.598395,0.596026,-0.466412,0.262937,-0.0357662,0.159446,0.070887,-0.118091,0.297181,0.825931,0.464303,
1751360262.151872,-5.57635,4.23238,1.02727,-0.022927,0.05774,0.087207,-0.0746996,0.236534,0.0729859,0.141624,0.488047,-0.511476,0.692925,0.0907303,0.35022,0.481526,0.597845,0.596786,-0.466322,0.262625,-0.0358599,0.159263,0.0708676,-0.11741,0.29562,0.8263,0.464813,
1751360262.161913,-5.57476,4.19411,1.02722,-0.023302,0.057718,0.086994,-0.0747108,0.236531,0.0729787,0.141647,0.488063,-0.511501,0.692891,0.0907215,0.350217,0.481525,0.597722,0.596892,-0.466368,0.262581,-0.0358247,0.159527,0.0711368,-0.121825,0.297537,0.825779,0.463378,
1751360262.171870,-5.57766,4.21941,1.02667,-0.022404,0.057879,0.087462,-0.0747137,0.23655,0.0729458,0.141607,0.487977,-0.51152,0.692945,0.0907021,0.350233,0.481483,0.597993,0.596376,-0.466409,0.263065,-0.0358306,0.159536,0.0711054,-0.121799,0.297511,0.825805,0.463355,
1751360262.181938,-5.61583,4.18103,1.0464,-0.022779,0.058779,0.087354,-0.0747087,0.236557,0.0729235,0.14164,0.487965,-0.511476,0.692979,0.0906848,0.350235,0.481498,0.597707,0.596757,-0.466653,0.262417,-0.035807,0.159497,0.0709061,-0.119558,0.29778,0.825746,0.463871,
1751360262.191873,-5.63403,4.2427,1.0526,-0.021598,0.059482,0.087795,-0.0746575,0.236544,0.0728118,0.142316,0.48914,-0.510229,0.692932,0.090676,0.350241,0.481488,0.597694,0.596718,-0.466684,0.26248,-0.0358123,0.159444,0.0709,-0.119399,0.297163,0.826017,0.463825,
1751360262.201894,-5.62005,4.11664,1.03277,-0.022614,0.059439,0.087757,-0.074652,0.236549,0.0728206,0.141779,0.48823,-0.510646,0.693376,0.0906685,0.350247,0.481455,0.597927,0.596331,-0.466543,0.263079,-0.0358001,0.159483,0.070872,-0.119378,0.297072,0.826208,0.463548,
1751360262.211895,-5.60251,4.19444,1.05227,-0.02186,0.059267,0.087576,-0.074698,0.236656,0.0728873,0.142193,0.487754,-0.512389,0.69234,0.0906501,0.35026,0.48148,0.597846,0.596665,-0.466705,0.262218,-0.0357961,0.159478,0.0708805,-0.119405,0.297532,0.82566,0.464223,
1751360262.221872,-5.64827,4.15141,1.02683,-0.022845,0.059491,0.08749,-0.0746727,0.236549,0.0727995,0.142301,0.489108,-0.510343,0.692874,0.0905989,0.350271,0.481451,0.597518,0.596689,-0.46691,0.262546,-0.0358074,0.159473,0.0708845,-0.119355,0.297551,0.825666,0.464213,
1751360262.231912,-5.57227,4.16247,1.00714,-0.02296,0.058061,0.08736,-0.0747288,0.236561,0.0728922,0.141754,0.488056,-0.511407,0.692942,0.09059,0.350282,0.481464,0.597517,0.596744,-0.466932,0.262383,-0.0358821,0.159513,0.0710604,-0.121874,0.296728,0.826057,0.463389,
1751360262.241908,-5.57955,4.18879,1.01382,-0.022989,0.057643,0.087164,-0.0746751,0.236585,0.0729029,0.141485,0.487491,-0.510432,0.694113,0.0905954,0.350264,0.481458,0.597433,0.596633,-0.466969,0.26276,-0.035895,0.159414,0.0709047,-0.119732,0.296624,0.826144,0.463858,
1751360262.251899,-5.55842,4.13264,0.982294,-0.024476,0.057777,0.087503,-0.0747426,0.236542,0.0729266,0.141273,0.48726,-0.511481,0.693546,0.0905945,0.350276,0.48149,0.59729,0.597068,-0.467066,0.261924,-0.0358491,0.159564,0.0710718,-0.121737,0.297562,0.825922,0.463131,
1751360262.271889,-5.63378,4.16003,1.02123,-0.023986,0.058461,0.0869,-0.0747799,0.236473,0.0729185,0.14229,0.487013,-0.513941,0.691691,0.0906052,0.350271,0.481488,0.597325,0.597082,-0.467026,0.261882,-0.035906,0.159489,0.0710834,-0.121836,0.296789,0.826027,0.463412,
1751360262.281867,-5.61623,4.15465,1.0078,-0.023677,0.058149,0.087229,-0.0746866,0.236575,0.0728833,0.141941,0.488382,-0.510174,0.693584,0.0906169,0.350256,0.481456,0.597451,0.596633,-0.466986,0.262688,-0.0358401,0.159562,0.071068,-0.121744,0.297525,0.825973,0.463062,
1751360262.291893,-5.59683,4.20157,1.03956,-0.022503,0.057707,0.08748,-0.0746573,0.236609,0.072828,0.142225,0.488064,-0.511406,0.692842,0.0906662,0.35024,0.481466,0.597727,0.59662,-0.466709,0.262581,-0.0357949,0.15955,0.0708838,-0.119939,0.298014,0.825837,0.46346,
